,Gender,Age,Occupation,Zip-code,Gender_enc,Age_enc,Occupation_enc,Zip-code_enc
2732,M,45,17,92805,1,4,17,2986
2733,M,45,17,94002,1,4,17,3030
2734,F,18,4,02912,0,1,4,181
2735,M,25,7,22903,1,2,7,904
2736,M,45,12,80303,1,4,12,2554
2737,M,25,3,50311,1,2,3,1729
2738,F,50,2,22181,0,5,2,876
2739,F,35,7,92316,0,3,7,2939
2740,M,45,17,22181,1,4,17,876
2741,M,25,14,60614,1,2,14,2078
2742,M,25,17,36092,1,2,17,1269
2743,M,25,14,72601,1,2,14,2282
2744,M,18,17,53818,1,1,17,1803
2745,F,35,1,30345,0,3,1,1101
2746,M,50,14,50265-2850,1,5,14,1725
2747,F,18,4,90025,0,1,4,2747
2748,M,25,4,85719,1,2,4,2677
2749,M,25,12,10025,1,2,12,418
2750,F,25,15,91360,0,2,15,2849
2751,F,25,16,28120,0,2,16,1004
2752,M,25,15,77006,1,2,15,2393
2753,F,50,20,27516,0,5,20,980
2754,M,50,12,60148,1,5,12,2029
2755,M,35,7,29631,1,3,7,1045
2756,M,18,4,97331,1,1,4,3304
2757,M,25,2,10023,1,2,2,416
2758,M,56,8,12436,1,6,8,538
2759,M,25,7,36102,1,2,7,1270
2760,M,56,0,01886,1,6,0,67
2761,M,35,6,80917,1,3,6,2576
2762,M,50,16,63131,1,5,16,2155
2763,F,18,4,48104,0,1,4,1600
2764,M,25,7,91403,1,2,7,2854
2765,M,50,7,02420,1,5,7,130
2766,M,45,7,55016,1,4,7,1832
2767,M,25,0,99163,1,2,0,3423
2768,M,25,17,90210,1,2,17,2771
2769,M,25,7,20170,1,2,7,793
2770,M,35,1,14260,1,3,1,606
2771,M,18,1,92037,1,1,1,2900
2772,M,35,17,10025,1,3,17,418
2773,M,35,2,78766,1,3,2,2502
2774,M,25,1,92103,1,2,1,2912
2775,F,18,4,90038,0,1,4,2758
2776,M,25,14,22205,1,2,14,880
2777,M,18,4,95326,1,1,4,3185
2778,M,56,13,94025,1,6,13,3036
2779,M,35,7,10040,1,3,7,425
2780,M,25,17,94133,1,2,17,3072
2781,M,35,4,45205,1,3,4,1480
2782,F,18,4,48858,0,1,4,1669
2783,M,45,17,78750,1,4,17,2497
2784,M,50,20,20007,1,5,20,776
2785,M,56,13,29928,1,6,13,1055
2786,M,25,4,60201,1,2,4,2040
2787,M,25,4,60614,1,2,4,2078
2788,M,56,1,90049,1,6,1,2764
2789,M,18,4,90025,1,1,4,2747
2790,M,25,20,85013,1,2,20,2632
2791,M,56,7,10023,1,6,7,416
2792,M,18,4,02452,1,1,4,136
2793,M,35,7,70116,1,3,7,2250
2794,M,25,2,20036,1,2,2,781
2795,M,50,13,33710,1,5,13,1228
2796,M,25,14,92104,1,2,14,2913
2797,F,25,7,94043,0,2,7,3040
2798,M,35,20,10038,1,3,20,423
2799,M,18,0,55404,1,1,0,1898
2800,F,18,4,73070,0,1,4,2296
2801,F,25,3,12866,0,2,3,554
2802,M,35,20,10036,1,3,20,422
2803,M,25,7,94022,1,2,7,3034
2804,F,35,0,46234,0,3,0,1536
2805,M,56,19,06040,1,6,19,258
2806,M,1,10,15208,1,0,10,644
2807,F,35,11,22043,0,3,11,868
2808,M,56,16,60610,1,6,16,2074
2809,M,25,7,10016,1,2,7,409
2810,F,1,10,64093,0,0,10,2175
2811,M,25,19,94122,1,2,19,3067
2812,M,25,17,60607,1,2,17,2073
2813,M,25,20,55406,1,2,20,1901
2814,M,35,7,02127,1,3,7,97
2815,M,35,17,60477,1,3,17,2053
2816,M,25,7,60015,1,2,7,1996
2817,M,35,12,53130,1,3,12,1761
2818,M,25,12,55106,1,2,12,1853
2819,M,45,14,44122,1,4,14,1427
2820,F,35,0,02138,0,3,0,103
2821,M,18,20,10036,1,1,20,422
2822,M,50,7,10003,1,5,7,400
2823,M,25,4,02452,1,2,4,136
2824,M,18,4,02111,1,1,4,90
2825,F,25,20,94014,0,2,20,3032
2826,M,35,12,10011,1,3,12,405
2827,M,25,17,94063,1,2,17,3044
2828,M,18,4,02454,1,1,4,138
2829,M,45,20,10013,1,4,20,407
2830,M,35,7,94506,1,3,7,3086
2831,M,25,0,32225,1,2,0,1139
2832,M,25,17,20036,1,2,17,781
2833,M,25,15,85003,1,2,15,2631
2834,M,35,1,33304,1,3,1,1203
2835,M,35,20,60622,1,3,20,2081
2836,M,25,12,07974,1,2,12,348
2837,M,18,0,49506,1,1,0,1703
2838,M,18,1,95864,1,1,1,3233
2839,M,25,17,10003,1,2,17,400
2840,M,25,0,60660,1,2,0,2094
2841,M,50,12,98056,1,5,12,3345
2842,M,35,17,30145,1,3,17,1081
2843,F,25,4,78705,0,2,4,2484
2844,M,25,20,87103,1,2,20,2688
2845,M,25,4,74074,1,2,4,2309
2846,F,18,4,91604,0,1,4,2865
2847,M,18,4,10027,1,1,4,419
2848,M,25,0,47401,1,2,0,1573
2849,M,45,11,94114,1,4,11,3060
2850,M,18,20,94608,1,1,20,3119
2851,F,25,7,94107,0,2,7,3054
2852,M,25,12,98037,1,2,12,3340
2853,M,1,1,444555,1,0,1,1458
2854,F,18,4,64151,0,1,4,2182
2855,M,25,4,94102,1,2,4,3050
2856,M,35,11,22030,1,3,11,862
2857,M,25,0,10469,1,2,0,435
2858,F,1,10,72601,0,0,10,2282
2859,M,18,1,95814,1,1,1,3220
2860,M,35,17,20009,1,3,17,778
2861,M,25,15,06510,1,2,15,284
2862,M,45,7,55066,1,4,7,1839
2863,F,25,2,27705,0,2,2,992
2864,F,35,3,11725,0,3,3,502
2865,F,25,6,21014,0,2,6,833
2866,M,25,7,53717,1,2,7,1799
2867,M,45,17,15204,1,4,17,642
2868,M,35,12,94025,1,3,12,3036
2869,M,50,17,07650,1,5,17,330
2870,M,50,18,95472,1,5,18,3202
2871,F,25,14,98110,0,2,14,3358
2872,M,25,20,94014,1,2,20,3032
2873,F,18,4,64093,0,1,4,2175
2874,F,35,20,20036,0,3,20,781
2875,M,25,2,10013,1,2,2,407
2876,M,25,17,02149,1,2,17,112
2877,M,35,1,80687,1,3,1,2570
2878,F,50,20,88005,0,5,20,2702
2879,M,18,4,60062,1,1,4,2011
2880,M,18,12,55405,1,1,12,1899
2881,F,25,12,77019,0,2,12,2398
2882,M,18,20,78759,1,1,20,2500
2883,M,18,20,30101,1,1,20,1075
2884,F,50,3,53222,0,5,3,1777
2885,F,18,1,80302,0,1,1,2553
2886,M,18,4,60073,1,1,4,2013
2887,M,25,3,66205,1,2,3,2208
2888,M,25,14,55438,1,2,14,1928
2889,M,35,3,55104,1,3,3,1851
2890,M,35,7,90069,1,3,7,2769
2891,F,18,4,66044,0,1,4,2202
2892,M,25,4,84064,1,2,4,2610
2893,M,25,1,94025,1,2,1,3036
2894,M,18,4,44130,1,1,4,1431
2895,M,25,11,07039,1,2,11,308
2896,M,18,14,60073,1,1,14,2013
2897,M,25,5,97405,1,2,5,3315
2898,M,18,4,02453,1,1,4,137
2899,M,35,14,94133,1,3,14,3072
2900,M,18,12,95120,1,1,12,3169
2901,M,25,17,78749,1,2,17,2496
2902,M,25,12,98007,1,2,12,3328
2903,M,25,16,20850,1,2,16,816
2904,M,25,4,16802,1,2,4,665
2905,M,35,17,55407,1,3,17,1902
2906,M,35,19,55421,1,3,19,1915
2907,F,35,5,12345,0,3,5,537
2908,M,18,2,74403,1,1,2,2319
2909,M,25,7,43228,1,2,7,1393
2910,M,1,19,75602,1,0,19,2361
2911,F,25,4,55455,0,2,4,1938
2912,F,18,4,48104,0,1,4,1600
2913,F,35,20,98119,0,3,20,3364
2914,M,25,4,92614,1,2,4,2956
2915,M,25,7,23423,1,2,7,924
2916,M,45,2,98011,1,4,2,3329
2917,M,25,0,60201,1,2,0,2040
2918,M,25,12,98112,1,2,12,3359
2919,M,18,17,88076,1,1,17,2704
2920,M,25,2,55116,1,2,2,1862
2921,M,50,1,53221,1,5,1,1776
2922,M,25,17,52402,1,2,17,1749
2923,M,35,12,44256,1,3,12,1440
2924,F,18,4,94121,0,1,4,3066
2925,F,25,4,23454,0,2,4,928
2926,F,18,2,55118,0,1,2,1864
2927,M,25,12,24060,1,2,12,943
2928,M,25,2,90068,1,2,2,2768
2929,M,18,2,60614,1,1,2,2078
2930,M,50,17,45420,1,5,17,1509
2931,M,18,4,16803,1,1,4,666
2932,M,25,12,55346,1,2,12,1889
2933,M,35,11,32082,1,3,11,1129
2934,F,35,20,91324,0,3,20,2839
2935,M,25,0,55126,1,2,0,1872
2936,F,18,4,94122,0,1,4,3067
2937,F,18,4,48103,0,1,4,1597
2938,F,25,0,55345,0,2,0,1888
2939,F,25,15,94901,0,2,15,3137
2940,M,25,0,02143,1,2,0,108
2941,M,35,12,98033,1,3,12,3337
2942,F,50,1,93103,0,5,1,3003
2943,M,35,12,95864,1,3,12,3233
2944,F,18,4,48104,0,1,4,1600
2945,F,35,17,89507,0,3,17,2735
2946,M,35,16,92630,1,3,16,2963
2947,F,25,0,02138,0,2,0,103
2948,M,18,14,48185,1,1,14,1620
2949,M,25,17,98033,1,2,17,3337
2950,M,18,0,72761,1,1,0,2285
2951,F,35,14,94303,0,3,14,3076
2952,M,25,4,06511,1,2,4,285
2953,M,25,20,23225,1,2,20,920
2954,M,18,2,11435,1,1,2,492
2955,M,35,14,92025,1,3,14,2896
2956,M,25,12,50265,1,2,12,1724
2957,M,18,4,48104,1,1,4,1600
2958,M,25,7,91911,1,2,7,2886
2959,M,35,17,06074,1,3,17,261
2960,M,18,4,48104,1,1,4,1600
2961,M,50,17,91977,1,5,17,2888
2962,M,35,3,94109,1,3,3,3056
2963,F,18,4,48104,0,1,4,1600
2964,M,25,17,07030,1,2,17,307
2965,F,35,4,48103,0,3,4,1597
2966,F,25,4,48104,0,2,4,1600
2967,M,25,0,94110,1,2,0,3057
2968,F,18,0,48104,0,1,0,1600
2969,M,25,7,06851,1,2,7,297
2970,M,18,4,48104,1,1,4,1600
2971,M,25,4,48104,1,2,4,1600
2972,M,25,4,97330,1,2,4,3303
2973,F,18,4,48108,0,1,4,1603
2974,M,18,4,48105,1,1,4,1601
2975,M,35,11,20879,1,3,11,824
2976,M,18,20,86001,1,1,20,2682
2977,F,18,4,48104,0,1,4,1600
2978,M,35,20,45236,1,3,20,1490
2979,M,35,2,45243,1,3,2,1495
2980,M,45,7,91766,1,4,7,2873
2981,M,45,6,52556,1,4,6,1751
2982,M,25,4,54902,1,2,4,1824
2983,M,18,4,97850,1,1,4,3325
2984,M,25,4,48105,1,2,4,1601
2985,M,18,4,97333,1,1,4,3305
2986,M,25,4,24060,1,2,4,943
2987,M,18,4,15213,1,1,4,646
2988,F,18,6,92122,0,1,6,2926
2989,M,35,12,97330,1,3,12,3303
2990,M,35,12,45243,1,3,12,1495
2991,M,50,1,48105,1,5,1,1601
2992,M,18,4,14853,1,1,4,632
2993,M,18,19,12133,1,1,19,523
2994,M,35,5,95008,1,3,5,3153
2995,M,25,15,97333,1,2,15,3305
2996,M,18,0,63011,1,1,0,2135
2997,F,35,16,45238,0,3,16,1492
2998,F,25,1,45241,0,2,1,1493
2999,M,25,7,33813,1,2,7,1233
3000,M,25,4,55408,1,2,4,1903
3001,M,18,4,94704,1,1,4,3128
3002,M,45,11,90028,1,4,11,2750
3003,M,18,15,94606,1,1,15,3117
3004,F,18,4,02138,0,1,4,103
3005,M,25,17,94133,1,2,17,3072
3006,M,18,4,45750,1,1,4,1517
3007,M,35,0,33174,1,3,0,1199
3008,M,18,4,94403,1,1,4,3082
3009,F,35,3,55112,0,3,3,1859
3010,M,25,12,78759,1,2,12,2500
3011,M,25,1,10003,1,2,1,400
3012,M,25,12,78660,1,2,12,2477
3013,M,45,17,97124,1,4,17,3278
3014,M,35,7,06430,1,3,7,279
3015,M,56,6,62707,1,6,6,2132
3016,M,18,12,78759,1,1,12,2500
3017,F,35,9,85255,0,3,9,2652
3018,M,35,0,45242,1,3,0,1494
3019,M,50,12,97330,1,5,12,3303
3020,F,35,7,60302,0,3,7,2042
3021,F,45,15,78750,0,4,15,2497
3022,M,25,17,78730,1,2,17,2488
3023,F,25,7,92108,0,2,7,2917
3024,M,35,17,14302,1,3,17,607
3025,F,35,0,90004,0,3,0,2739
3026,F,18,4,45750,0,1,4,1517
3027,M,18,4,85719,1,1,4,2677
3028,M,1,10,12701,1,0,10,548
3029,M,18,4,92037,1,1,4,2900
3030,M,35,1,48103,1,3,1,1597
3031,M,18,4,48135,1,1,4,1612
3032,M,25,0,47303,1,2,0,1571
3033,M,18,4,02906,1,1,4,179
3034,F,18,1,33143,0,1,1,1193
3035,F,25,7,90230,0,2,7,2775
3036,M,56,13,14843,1,6,13,630
3037,F,25,2,97333,0,2,2,3305
3038,F,35,2,97401,0,3,2,3312
3039,F,50,3,33611,0,5,3,1221
3040,M,25,8,22046,1,2,8,869
3041,M,25,4,97333,1,2,4,3305
3042,M,56,1,49042,1,6,1,1680
3043,M,18,2,90069,1,1,2,2769
3044,M,35,16,77301,1,3,16,2421
3045,M,45,1,90631,1,4,1,2804
3046,M,1,4,46311,1,0,4,1543
3047,F,25,4,94117,0,2,4,3063
3048,M,18,2,02066,1,1,2,84
3049,F,50,0,02421,0,5,0,131
3050,M,35,12,94025,1,3,12,3036
3051,M,18,17,94063,1,1,17,3044
3052,M,35,12,10036,1,3,12,422
3053,F,25,3,55102,0,2,3,1848
3054,M,18,4,44056,1,1,4,1416
3055,F,25,3,98501,0,2,3,3398
3056,M,25,18,10309,1,2,18,429
3057,F,25,12,55438,0,2,12,1928
3058,M,18,12,55123,1,1,12,1869
3059,M,35,0,75023,1,3,0,2328
3060,F,35,1,92705,0,3,1,2979
3061,M,45,2,29440,1,4,2,1039
3062,M,18,4,03106,1,1,4,189
3063,M,18,4,03106,1,1,4,189
3064,M,35,17,90026,1,3,17,2748
3065,F,18,4,48135,0,1,4,1612
3066,M,18,4,61801,1,1,4,2111
3067,F,25,0,02148,0,2,0,111
3068,F,35,9,66204,0,3,9,2207
3069,M,18,4,97470,1,1,4,3318
3070,F,18,4,10708,0,1,4,450
3071,M,25,1,02115,1,2,1,93
3072,M,50,1,55126,1,5,1,1872
3073,M,25,0,90028,1,2,0,2750
3074,M,25,0,23451,1,2,0,926
3075,F,25,11,06107,0,2,11,264
3076,M,35,17,30024,1,3,17,1059
3077,M,18,4,43202,1,1,4,1384
3078,F,35,1,02155,0,3,1,116
3079,F,25,1,55410,0,2,1,1905
3080,M,25,20,55410,1,2,20,1905
3081,M,25,7,77252,1,2,7,2420
3082,F,35,6,45459,0,3,6,1512
3083,F,50,0,97403,0,5,0,3314
3084,M,25,16,01581,1,2,16,34
3085,M,25,4,78703,1,2,4,2482
3086,M,18,12,98105,1,1,12,3353
3087,F,1,1,90802,0,0,1,2813
3088,F,25,4,87110,0,2,4,2690
3089,M,45,16,93448,1,4,16,3014
3090,M,25,2,90004,1,2,2,2739
3091,F,25,0,19107,0,2,0,723
3092,M,35,15,98108,1,3,15,3356
3093,F,45,20,89134,0,4,20,2722
3094,M,35,0,30030,1,3,0,1060
3095,F,25,3,06810,0,2,3,294
3096,F,45,3,38028,0,4,3,1323
3097,F,25,5,10021,0,2,5,414
3098,M,25,4,55112,1,2,4,1859
3099,M,25,17,20910,1,2,17,830
3100,F,25,6,91423,0,2,6,2857
3101,M,18,15,91101,1,1,15,2823
3102,M,25,12,34170,1,2,12,1242
3103,M,25,20,64112,1,2,20,2177
3104,M,18,17,02118,1,1,17,95
3105,M,35,12,98166,1,3,12,3374
3106,M,25,0,33142,1,2,0,1192
3107,M,25,17,92656,1,2,17,2968
3108,M,50,6,22039,1,5,6,865
3109,F,25,11,43201,0,2,11,1383
3110,M,25,0,10002,1,2,0,399
3111,M,18,4,56520,1,1,4,1964
3112,M,18,12,98133,1,1,12,3369
3113,M,25,10,55414,1,2,10,1909
3114,M,18,5,65211,1,1,5,2192
3115,M,35,17,48323,1,3,17,1644
3116,M,25,12,98034,1,2,12,3338
3117,M,35,0,83704,1,3,0,2597
3118,M,25,0,77025,1,2,0,2400
3119,M,45,1,37027,1,4,1,1278
3120,M,18,4,55414,1,1,4,1909
3121,M,25,2,32118,1,2,2,1134
3122,F,25,7,22209,0,2,7,883
3123,M,25,2,90401,1,2,2,2792
3124,M,25,12,30337,1,2,12,1097
3125,M,25,7,10025,1,2,7,418
3126,M,25,2,32118,1,2,2,1134
3127,F,25,0,10003,0,2,0,400
3128,M,18,2,10012,1,1,2,406
3129,M,25,7,21117,1,2,7,845
3130,M,25,7,32835,1,2,7,1170
3131,F,25,2,90036,0,2,2,2757
3132,M,35,7,98467,1,3,7,3395
3133,M,18,4,33720,1,1,4,1229
3134,M,18,4,55455,1,1,4,1938
3135,M,25,15,12345,1,2,15,537
3136,F,25,4,72801,0,2,4,2288
3137,M,25,11,11217,1,2,11,474
3138,M,35,17,46229,1,3,17,1535
3139,M,56,13,89128,1,6,13,2720
3140,F,25,4,78728,0,2,4,2487
3141,M,25,14,81679,1,2,14,2586
3142,M,25,20,85719,1,2,20,2677
3143,F,50,16,90272,0,5,16,2784
3144,F,25,7,85260,0,2,7,2656
3145,M,18,4,02138,1,1,4,103
3146,M,25,0,31605,1,2,0,1123
3147,M,25,14,49355,1,2,14,1688
3148,M,18,20,72837,1,1,20,2289
3149,M,18,4,92602,1,1,4,2953
3150,F,25,3,92831,0,2,3,2989
3151,F,25,0,92870,0,2,0,2995
3152,M,18,4,61801,1,1,4,2111
3153,F,25,4,73160,0,2,4,2302
3154,F,25,4,95616,0,2,4,3209
3155,M,25,7,55112,1,2,7,1859
3156,M,35,7,07663,1,3,7,333
3157,M,25,12,92880,1,2,12,2996
3158,M,25,15,15217,1,2,15,647
3159,F,25,15,15213,0,2,15,646
3160,M,25,17,77521,1,2,17,2434
3161,M,25,7,55408,1,2,7,1903
3162,M,25,1,08854-3115,1,2,1,387
3163,M,18,15,95616,1,1,15,3209
3164,M,18,12,55118,1,1,12,1864
3165,M,35,7,60611,1,3,7,2075
3166,M,18,4,32607,1,1,4,1154
3167,M,25,2,77056,1,2,2,2408
3168,F,35,5,94546,0,3,5,3101
3169,M,50,0,23518,1,5,0,936
3170,M,25,0,08461,1,2,0,367
3171,F,50,3,10128,0,5,3,428
3172,M,18,12,55408,1,1,12,1903
3173,M,25,12,55317,1,2,12,1882
3174,F,18,14,10018,0,1,14,411
3175,M,35,16,10014,1,3,16,408
3176,M,25,17,95129,1,2,17,3177
3177,F,25,6,94132,0,2,6,3071
3178,F,35,5,44313,0,3,5,1452
3179,F,18,20,02125,0,1,20,96
3180,M,25,14,07430,1,2,14,319
3181,M,25,12,07436,1,2,12,320
3182,M,25,12,12866,1,2,12,554
3183,M,50,7,60510,1,5,7,2057
3184,F,25,18,21214,0,2,18,850
3185,M,18,7,55337,1,1,7,1884
3186,M,50,1,92122,1,5,1,2926
3187,M,35,12,32935,1,3,12,1175
3188,M,56,13,55344,1,6,13,1887
3189,M,25,16,90292,1,2,16,2790
3190,M,1,17,97062,1,0,17,3271
3191,M,25,12,27707,1,2,12,993
3192,M,18,4,02912,1,1,4,181
3193,M,25,0,92019,1,2,0,2893
3194,M,25,15,92648,1,2,15,2966
3195,M,18,4,80228,1,1,4,2546
3196,F,18,4,45219,0,1,4,1484
3197,F,18,14,94110,0,1,14,3057
3198,M,25,12,94110,1,2,12,3057
3199,M,18,0,57106,1,1,0,1969
3200,F,25,1,98144,0,2,1,3371
3201,M,45,7,35216,1,4,7,1261
3202,F,18,4,24060,0,1,4,943
3203,M,35,0,90254,1,3,0,2781
3204,M,45,16,80304,1,4,16,2555
3205,F,35,16,80304,0,3,16,2555
3206,M,18,20,44089,1,1,20,1420
3207,M,35,7,60610,1,3,7,2074
3208,M,25,14,30342,1,2,14,1100
3209,M,25,0,21555,1,2,0,856
3210,F,45,0,02115,0,4,0,93
3211,M,50,16,20015,1,5,16,779
3212,F,25,17,11215,0,2,17,473
3213,F,25,1,83705,0,2,1,2598
3214,F,56,7,10019,0,6,7,412
3215,F,50,13,55447,0,5,13,1934
3216,M,35,1,54481,1,3,1,1812
3217,F,35,0,92630,0,3,0,2963
3218,M,56,6,48070,1,6,6,1589
3219,F,18,4,54302,0,1,4,1808
3220,M,35,7,54016,1,3,7,1805
3221,M,25,0,19106,1,2,0,722
3222,M,35,7,10583,1,3,7,446
3223,M,25,20,10014,1,2,20,408
3224,F,25,14,93428,0,2,14,3012
3225,M,18,0,15237,1,1,0,649
3226,M,35,4,10027,1,3,4,419
3227,F,25,14,60657,0,2,14,2092
3228,M,25,14,05448,1,2,14,253
3229,F,56,1,93105,0,6,1,3004
3230,M,35,16,92630,1,3,16,2963
3231,M,25,7,55112,1,2,7,1859
3232,M,35,12,92821,1,3,12,2988
3233,M,50,2,60660,1,5,2,2094
3234,F,1,0,90012,0,0,0,2741
3235,M,18,4,87801,1,1,4,2699
3236,M,18,15,87111,1,1,15,2691
3237,M,35,7,05401,1,3,7,252
3238,M,35,7,10069,1,3,7,427
3239,F,25,12,07730,0,2,12,341
3240,M,18,4,55403,1,1,4,1897
3241,F,50,0,20004,0,5,0,774
3242,M,50,13,94089,1,5,13,3049
3243,M,25,12,98117,1,2,12,3362
3244,F,18,4,92647,0,1,4,2965
3245,M,18,2,08820,1,1,2,380
3246,F,35,1,85258,0,3,1,2654
3247,M,35,15,92649,1,3,15,2967
3248,F,25,7,94115,0,2,7,3061
3249,F,25,4,92648,0,2,4,2966
3250,M,25,4,90069,1,2,4,2769
3251,M,35,17,15330,1,3,17,652
3252,M,50,0,76067,1,5,0,2375
3253,F,35,4,26505,0,3,4,961
3254,F,35,6,95843,0,3,6,3232
3255,F,25,15,91902,0,2,15,2884
3256,M,25,15,92111,1,2,15,2919
3257,M,25,14,94105,1,2,14,3053
3258,M,45,6,02339,1,4,6,125
3259,F,18,4,95616,0,1,4,3209
3260,M,25,4,44514,1,2,4,1463
3261,M,45,20,87505,1,4,20,2696
3262,M,25,14,55391,1,2,14,1894
3263,M,50,11,66048,1,5,11,2204
3264,F,25,1,94536,0,2,1,3098
3265,M,25,15,53704,1,2,15,1790
3266,F,25,4,95616,0,2,4,3209
3267,M,25,4,78705,1,2,4,2484
3268,M,25,12,04106,1,2,12,229
3269,F,18,20,45220,0,1,20,1485
3270,M,18,11,45220,1,1,11,1485
3271,F,35,0,92704,0,3,0,2978
3272,M,35,0,08330,1,3,0,365
3273,M,35,7,11201,1,3,7,468
3274,M,25,20,02062,1,2,20,83
3275,M,35,7,10028,1,3,7,420
3276,M,25,20,55391,1,2,20,1894
3277,M,25,17,94107,1,2,17,3054
3278,M,35,7,10014,1,3,7,408
3279,M,45,15,92880,1,4,15,2996
3280,M,25,7,33486,1,2,7,1218
3281,M,25,17,79705,1,2,17,2513
3282,M,45,3,20009,1,4,3,778
3283,M,35,16,66208,1,3,16,2209
3284,M,25,6,48197,1,2,6,1624
3285,M,25,4,44706,1,2,4,1471
3286,F,35,7,80013,0,3,7,2522
3287,M,56,13,27514-3540,1,6,13,978
3288,M,25,14,94133,1,2,14,3072
3289,M,45,6,95695,1,4,6,3215
3290,M,25,14,90292,1,2,14,2790
3291,F,25,7,27516,0,2,7,980
3292,F,50,6,79410,0,5,6,2508
3293,M,45,14,37343,1,4,14,1293
3294,M,18,4,78749,1,1,4,2496
3295,M,18,18,92123,1,1,18,2927
3296,M,18,14,90292,1,1,14,2790
3297,M,18,4,91325,1,1,4,2840
3298,M,1,10,20876,1,0,10,822
3299,F,25,4,19119,0,2,4,728
3300,M,35,5,19119,1,3,5,728
3301,F,25,2,85719,0,2,2,2677
3302,M,25,17,74074,1,2,17,2309
3303,M,56,17,06405,1,6,17,276
3304,F,45,5,92649,0,4,5,2967
3305,M,56,20,94708,1,6,20,3132
3306,M,45,14,60045,1,4,14,2003
3307,M,50,6,90640,1,5,6,2806
3308,F,18,20,15701-1348,0,1,20,655
3309,M,25,17,20707,1,2,17,803
3310,M,45,14,12561,1,4,14,543
3311,M,25,4,90039,1,2,4,2759
3312,F,18,4,90039,0,1,4,2759
3313,M,35,20,90292,1,3,20,2790
3314,M,25,7,06516,1,2,7,288
3315,M,25,12,78731,1,2,12,2489
3316,M,1,19,92557,1,0,19,2950
3317,M,25,4,78705,1,2,4,2484
3318,M,56,13,30047,1,6,13,1064
3319,F,56,13,92308,0,6,13,2937
3320,M,25,1,56082,1,2,1,1956
3321,M,35,1,95380,1,3,1,3190
3322,F,18,4,68516,0,1,4,2241
3323,M,35,14,11784,1,3,14,510
3324,M,35,17,48083,1,3,17,1592
3325,F,35,14,39180,0,3,14,1335
3326,M,45,7,64138,1,4,7,2181
3327,M,18,12,91423,1,1,12,2857
3328,M,56,19,91790-1161,1,6,19,2881
3329,M,50,18,72601,1,5,18,2282
3330,F,35,1,47933,0,3,1,1579
3331,F,25,7,06854,0,2,7,298
3332,M,25,7,06854,1,2,7,298
3333,M,18,16,29404-2205,1,1,16,1037
3334,M,35,0,09142,1,3,0,395
3335,M,25,0,10023,1,2,0,416
3336,M,35,17,93436,1,3,17,3013
3337,M,25,4,97214,1,2,4,3291
3338,M,45,16,08053,1,4,16,357
3339,M,25,17,44118,1,2,17,1426
3340,M,45,16,48097,1,4,16,1595
3341,M,25,20,91730,1,2,20,2870
3342,F,25,5,92705,0,2,5,2979
3343,F,18,4,79912,0,1,4,2514
3344,M,35,0,08902,1,3,0,391
3345,M,25,7,18655,1,2,7,696
3346,M,35,7,54016,1,3,7,1805
3347,F,35,7,91362,0,3,7,2850
3348,M,45,16,94546,1,4,16,3101
3349,F,18,4,92054,0,1,4,2901
3350,F,18,0,20815,0,1,0,814
3351,F,18,5,92870,0,1,5,2995
3352,M,35,0,30533,1,3,0,1105
3353,M,35,17,92688,1,3,17,2976
3354,M,25,7,18615,1,2,7,695
3355,M,25,1,400060,1,2,1,1343
3356,M,35,7,95031,1,3,7,3158
3357,M,25,18,64055,1,2,18,2171
3358,F,25,1,91790,0,2,1,2880
3359,M,25,20,22936,1,2,20,909
3360,F,25,0,92646,0,2,0,2964
3361,M,25,4,91790,1,2,4,2880
3362,F,25,0,90212,0,2,0,2773
3363,F,35,9,04046,0,3,9,219
3364,M,56,13,17033,1,6,13,671
3365,M,50,17,23059,1,5,17,911
3366,M,35,14,08750,1,3,14,374
3367,M,50,16,10025,1,5,16,418
3368,M,25,14,55435,1,2,14,1926
3369,M,45,18,14701,1,4,18,625
3370,M,18,4,92833,1,1,4,2990
3371,M,25,2,55405,1,2,2,1899
3372,M,56,13,55118,1,6,13,1864
3373,M,18,16,94709,1,1,16,3133
3374,M,35,5,64801,1,3,5,2186
3375,M,25,4,89193,1,2,4,2729
3376,M,35,16,10803,1,3,16,451
3377,M,25,17,03570,1,2,17,198
3378,M,18,4,48135,1,1,4,1612
3379,M,35,1,20037,1,3,1,782
3380,M,50,0,20815,1,5,0,814
3381,M,25,0,96671,1,2,0,3243
3382,F,1,10,55305,0,0,10,1878
3383,M,56,16,03070,1,6,16,188
3384,M,35,7,91304,1,3,7,2834
3385,F,25,9,32212,0,2,9,1136
3386,M,18,4,55414,1,1,4,1909
3387,M,18,1,94706,1,1,1,3130
3388,F,25,1,92646,0,2,1,2964
3389,M,18,0,13603,1,1,0,592
3390,F,45,20,02476,0,4,20,147
3391,M,18,4,48135,1,1,4,1612
3392,M,50,6,08108,1,5,6,361
3393,M,35,12,60563,1,3,12,2068
3394,M,35,7,90069,1,3,7,2769
3395,M,25,7,02134,1,2,7,100
3396,M,25,12,15217,1,2,12,647
3397,M,25,5,55414,1,2,5,1909
3398,M,18,20,30033,1,1,20,1061
3399,M,25,4,14623,1,2,4,623
3400,M,25,14,08742,1,2,14,373
3401,M,35,7,76109,1,3,7,2376
3402,M,35,20,30306,1,3,20,1088
3403,M,35,5,48342,1,3,5,1650
