,Title,Genres,Title_enc,Genres_enc
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,3033,239
527,Schindler's List (1993),Drama|War,3042,262
528,"Scout, The (1994)",Drama,3048,239
529,Searching for Bobby Fischer (1993),Drama,3059,239
530,Second Best (1994),Drama,3060,239
531,"Secret Garden, The (1993)",Children's|Drama,3065,167
532,Serial Mom (1994),Comedy|Crime|Horror,3074,181
533,"Shadow, The (1994)",Action,3093,0
534,Shadowlands (1993),Drama|Romance,3094,252
535,Short Cuts (1993),Drama,3128,239
536,"Simple Twist of Fate, A (1994)",Drama,3141,239
537,Sirens (1994),Comedy|Drama,3149,185
538,Six Degrees of Separation (1993),Drama,3153,239
539,Sleepless in Seattle (1993),Comedy|Romance,3172,207
540,Sliver (1993),Thriller,3180,298
541,Blade Runner (1982),Film-Noir|Sci-Fi,435,271
542,Son in Law (1993),Comedy,3230,176
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,3204,209
544,Striking Distance (1993),Action,3352,0
545,Harlem (1993),Drama,1536,239
546,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,3376,8
547,Surviving the Game (1994),Action|Adventure|Thriller,3388,37
548,Terminal Velocity (1994),Action,3448,0
549,Thirty-Two Short Films About Glenn Gould (1993),Documentary,3487,235
550,Threesome (1994),Comedy|Romance,3509,207
551,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,2487,163
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy,3505,9
553,Tombstone (1993),Western,3552,300
554,Trial by Jury (1994),Thriller,3588,298
555,True Romance (1993),Action|Crime|Romance,3605,61
556,"War Room, The (1993)",Documentary,3728,235
557,Mamma Roma (1962),Drama,2155,239
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,2616,3
559,"Paris, France (1993)",Comedy,2641,176
560,"Beans of Egypt, Maine, The (1994)",Drama,323,239
561,Killer (Bulletproof Heart) (1994),Thriller,1900,298
562,Welcome to the Dollhouse (1995),Comedy|Drama,3753,185
563,Germinal (1993),Drama,1360,239
564,Chasers (1994),Comedy,672,176
565,Cronos (1992),Horror,827,274
566,Naked in New York (1994),Comedy|Romance,2432,207
567,Kika (1993),Drama,1898,239
568,Bhaji on the Beach (1993),Comedy|Drama,382,185
569,Little Big League (1994),Children's|Comedy,2029,160
570,"Slingshot, The (Kådisbellan ) (1993)",Comedy|Drama,3178,185
571,"Wedding Gift, The (1994)",Drama,3747,239
572,Foreign Student (1994),Drama,1271,239
573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama,701,239
574,Spanking the Monkey (1994),Comedy|Drama,3254,185
575,"Little Rascals, The (1994)",Children's|Comedy,2043,160
576,Fausto (1993),Comedy,1180,176
577,Andre (1994),Adventure|Children's,169,106
578,"Hour of the Pig, The (1993)",Drama|Mystery,1653,248
579,"Scorta, La (1993)",Thriller,3047,298
580,Princess Caraboo (1994),Drama,2786,239
581,"Celluloid Closet, The (1995)",Documentary,651,235
582,Metisse (Café au Lait) (1993),Comedy,2255,176
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,909,185
584,I Don't Want to Talk About It (De eso no se habla) (1993),Drama,1697,239
585,"Brady Bunch Movie, The (1995)",Comedy,519,176
586,Home Alone (1990),Children's|Comedy,1625,160
587,Ghost (1990),Comedy|Romance|Thriller,1372,209
588,Aladdin (1992),Animation|Children's|Comedy|Musical,89,146
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,3449,87
590,Dances with Wolves (1990),Adventure|Drama|Western,871,130
591,Tough and Deadly (1995),Action|Drama|Thriller,3568,71
592,Batman (1989),Action|Adventure|Crime|Drama,308,17
593,"Silence of the Lambs, The (1991)",Drama|Thriller,3134,260
594,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,3200,152
595,Beauty and the Beast (1991),Animation|Children's|Musical,332,152
596,Pinocchio (1940),Animation|Children's,2707,144
597,Pretty Woman (1990),Comedy|Romance,2772,207
598,Window to Paris (1994),Comedy,3811,176
599,"Wild Bunch, The (1969)",Western,3802,300
600,Love and a .45 (1994),Thriller,2105,298
601,"Wooden Man's Bride, The (Wu Kui) (1994)",Drama,3846,239
602,"Great Day in Harlem, A (1994)",Documentary,1462,235
603,"Bye Bye, Love (1995)",Comedy,593,176
604,Criminals (1996),Documentary,821,235
605,One Fine Day (1996),Drama|Romance,2570,252
606,Candyman: Farewell to the Flesh (1995),Horror,609,274
607,Century (1993),Drama,657,239
608,Fargo (1996),Crime|Drama|Thriller,1166,225
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children's,1632,106
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,1571,4
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,1583,76
612,"Pallbearer, The (1996)",Comedy,2621,176
613,Jane Eyre (1996),Drama|Romance,1819,252
614,Loaded (1994),Drama|Thriller,2055,260
615,Bread and Chocolate (Pane e cioccolata) (1973),Drama,527,239
616,"Aristocats, The (1970)",Animation|Children's,207,144
617,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama,1240,239
618,Two Much (1996),Comedy|Romance,3635,207
619,Ed (1996),Comedy,1057,176
620,Scream of Stone (Schrei aus Stein) (1991),Drama,3052,239
621,My Favorite Season (1993),Drama,2402,239
623,"Modern Affair, A (1995)",Romance,2308,290
624,Condition Red (1995),Action|Drama|Thriller,771,71
625,Asfour Stah (1990),Drama,219,239
626,"Thin Line Between Love and Hate, A (1996)",Comedy,3475,176
627,"Last Supper, The (1995)",Drama|Thriller,1971,260
628,Primal Fear (1996),Drama|Thriller,2778,260
629,Rude (1995),Drama,2988,239
630,Carried Away (1996),Drama|Romance,626,252
631,All Dogs Go to Heaven 2 (1996),Animation|Children's|Musical,108,152
632,Land and Freedom (Tierra y libertad) (1995),War,1955,299
633,Denise Calls Up (1995),Comedy,936,176
634,Theodore Rex (1995),Comedy,3466,176
635,"Family Thing, A (1996)",Comedy|Drama,1151,185
636,Frisk (1995),Drama,1315,239
637,Sgt. Bilko (1996),Comedy,3089,176
638,Jack and Sarah (1995),Romance,1806,290
639,Girl 6 (1996),Comedy,1386,176
640,Diabolique (1996),Drama|Thriller,958,260
641,"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy,2035,176
642,Roula (1995),Drama,2984,239
643,Peanuts - Die Bank zahlt alles (1996),Comedy,2657,176
644,Happy Weekend (1996),Comedy,1528,176
645,Nelly & Monsieur Arnaud (1995),Drama,2447,239
647,Courage Under Fire (1996),Drama|War,803,262
648,Mission: Impossible (1996),Action|Adventure|Mystery,2300,27
649,Cold Fever (Á köldum klaka) (1994),Comedy|Drama,748,185
650,Moll Flanders (1996),Drama,2312,239
651,"Superweib, Das (1996)",Comedy,3385,176
652,"301, 302 (1995)",Mystery,23,285
653,Dragonheart (1996),Action|Adventure|Fantasy,1014,23
654,Und keiner weint mir nach (1996),Drama|Romance,3649,252
655,Mutters Courage (1995),Comedy,2388,176
656,Eddie (1996),Comedy,1060,176
657,Yankee Zulu (1994),Comedy|Drama,3858,185
658,Billy's Holiday (1995),Drama,409,239
659,Purple Noon (1960),Crime|Thriller,2822,234
660,August (1996),Drama,234,239
661,James and the Giant Peach (1996),Animation|Children's|Musical,1818,152
662,Fear (1996),Thriller,1182,298
663,Kids in the Hall: Brain Candy (1996),Comedy,1895,176
664,Faithful (1996),Comedy,1143,176
665,Underground (1995),War,3656,299
666,All Things Fair (1996),Drama,112,239
667,Bloodsport 2 (1995),Action,457,0
668,Pather Panchali (1955),Drama,2648,239
669,Aparajito (1956),Drama,194,239
670,"World of Apu, The (Apur Sansar) (1959)",Drama,3849,239
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,2420,211
672,Tarantella (1995),Drama,3427,239
673,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy,3250,98
674,Barbarella (1968),Adventure|Sci-Fi,294,138
675,Hostile Intentions (1994),Action|Drama|Thriller,1648,71
676,They Bite (1996),Drama,3469,239
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,3215,260
679,"Run of the Country, The (1995)",Drama,2996,239
680,Alphaville (1965),Sci-Fi,122,294
681,Clean Slate (Coup de Torchon) (1981),Crime,728,216
682,Tigrero: A Film That Was Never Made (1994),Documentary|Drama,3519,236
683,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",Documentary,1128,235
684,Windows (1980),Drama,3812,239
685,It's My Party (1995),Drama,1799,239
687,Country Life (1994),Drama|Romance,802,252
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,2585,15
690,"Promise, The (Versprechen, Das) (1994)",Romance,2803,290
691,Mrs. Winterbourne (1996),Comedy|Romance,2359,207
692,Solo (1996),Action|Sci-Fi|Thriller,3214,87
693,Under the Domin Tree (Etz Hadomim Tafus) (1994),Drama,3654,239
694,"Substitute, The (1996)",Action,3360,0
695,True Crime (1995),Mystery|Thriller,3601,289
696,Butterfly Kiss (1995),Thriller,592,298
697,Feeling Minnesota (1996),Drama|Romance,1189,252
698,Delta of Venus (1994),Drama,934,239
699,To Cross the Rubicon (1991),Drama,3539,239
700,Angus (1995),Comedy,179,176
701,Daens (1992),Drama,864,239
702,Faces (1968),Drama,1139,239
703,Boys (1996),Drama,508,239
704,"Quest, The (1996)",Action|Adventure,2835,1
705,Cosi (1996),Comedy,797,176
706,Sunset Park (1996),Drama,3373,239
707,Mulholland Falls (1996),Crime|Film-Noir|Thriller,2362,229
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,3608,207
709,Oliver & Company (1988),Animation|Children's,2551,144
710,Celtic Pride (1996),Comedy,652,176
711,Flipper (1996),Adventure|Children's,1236,106
712,Captives (1994),Drama,613,239
713,Of Love and Shadows (1994),Drama,2542,239
714,Dead Man (1995),Western,899,300
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama,1647,239
716,Switchblade Sisters (1975),Crime,3403,216
717,Mouth to Mouth (Boca a boca) (1995),Comedy,2341,176
718,"Visitors, The (Les Visiteurs) (1993)",Comedy|Sci-Fi,3707,211
719,Multiplicity (1996),Comedy,2363,176
720,Wallace & Gromit: The Best of Aardman Animation (1996),Animation,3725,143
721,Halfmoon (Paul Bowles - Halbmond) (1995),Drama,1503,239
722,"Haunted World of Edward D. Wood Jr., The (1995)",Documentary,1547,235
723,Two Friends (1986),Drama,3631,239
724,"Craft, The (1996)",Drama|Horror,808,244
725,"Great White Hype, The (1996)",Comedy,1471,176
726,Last Dance (1996),Drama,1959,239
727,War Stories (1995),Documentary,3729,235
728,Cold Comfort Farm (1995),Comedy,747,176
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama,1775,239
730,"Low Life, The (1994)",Drama,2116,239
731,Heaven's Prisoners (1996),Mystery|Thriller,1568,289
732,Original Gangstas (1996),Crime,2590,216
733,"Rock, The (1996)",Action|Adventure|Thriller,2951,37
734,Getting Away With Murder (1996),Comedy,1370,176
735,Cemetery Man (Dellamorte Dellamore) (1994),Comedy|Horror,654,196
736,Twister (1996),Action|Adventure|Romance|Thriller,3626,31
737,Barb Wire (1996),Action|Sci-Fi,293,86
738,"Garcu, Le (1995)",Drama,1344,239
739,Honigmond (1996),Comedy,1637,176
741,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,1376,158
742,Thinner (1996),Horror|Thriller,3482,280
743,Spy Hard (1996),Comedy,3277,176
744,Brothers in Trouble (1995),Drama,567,239
745,"Close Shave, A (1995)",Animation|Comedy|Thriller,738,155
746,Force of Evil (1948),Film-Noir,1268,266
747,"Stupids, The (1996)",Comedy,3357,176
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,213,87
749,"Man from Down Under, The (1943)",Drama,2165,239
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,1010,297
751,Careful (1992),Comedy,615,176
752,Vermont Is For Lovers (1992),Comedy|Romance,3691,207
753,"Month by the Lake, A (1995)",Comedy|Drama,2324,185
754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children's,1418,106
755,Kim (1950),Children's|Drama,1909,167
756,Carmen Miranda: Bananas Is My Business (1994),Documentary,618,235
757,Ashes of Time (1994),Drama,220,239
758,"Jar, The (Khomreh) (1992)",Drama,1820,239
759,Maya Lin: A Strong Clear Vision (1994),Documentary,2221,235
760,Stalingrad (1993),War,3286,299
761,"Phantom, The (1996)",Adventure,2688,96
762,Striptease (1996),Comedy|Crime,3354,177
763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",Drama,1975,239
764,Heavy (1995),Drama|Romance,1570,252
765,Jack (1996),Comedy|Drama,1804,185
766,I Shot Andy Warhol (1996),Drama,1707,239
767,"Grass Harp, The (1995)",Drama,1456,239
768,Someone Else's America (1995),Drama,3221,239
769,Marlene Dietrich: Shadow and Light (1996),Documentary,2193,235
770,Costa Brava (1946),Drama,798,239
771,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama,3699,185
772,Quartier Mozart (1992),Comedy,2828,176
773,Touki Bouki (Journey of the Hyena) (1973),Drama,3569,239
774,Wend Kuuni (God's Gift) (1982),Drama,3754,239
775,Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror,3270,274
776,Babyfever (1994),Comedy|Drama,258,185
777,Pharaoh's Army (1995),War,2690,299
778,Trainspotting (1996),Drama,3580,239
779,'Til There Was You (1997),Drama|Romance,2,252
780,Independence Day (ID4) (1996),Action|Sci-Fi|War,1756,90
781,Stealing Beauty (1996),Drama,3317,239
782,"Fan, The (1996)",Thriller,1152,298
783,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical,1682,152
784,"Cable Guy, The (1996)",Comedy,599,176
785,Kingpin (1996),Comedy,1923,176
786,Eraser (1996),Action|Thriller,1094,92
787,"Gate of Heavenly Peace, The (1995)",Documentary,1348,235
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,2533,194
789,"I, Worst of All (Yo, la peor de todas) (1990)",Drama,1718,239
790,An Unforgettable Summer (1994),Drama,157,239
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary,1964,235
792,"Hungarian Fairy Tale, A (1987)",Fantasy,1683,264
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama,2409,239
794,Midnight Dancers (Sibak) (1994),Comedy|Drama,2267,185
795,Somebody to Love (1994),Drama,3220,239
796,"Very Natural Thing, A (1974)",Drama,3695,239
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",Comedy,2548,176
798,Daylight (1996),Action|Adventure|Thriller,892,37
799,"Frighteners, The (1996)",Comedy|Horror,1314,196
800,Lone Star (1996),Drama|Mystery,2064,248
801,Harriet the Spy (1996),Children's|Comedy,1540,160
802,Phenomenon (1996),Drama|Romance,2692,252
803,Walking and Talking (1996),Romance,3724,290
804,She's the One (1996),Comedy|Romance,3118,207
805,"Time to Kill, A (1996)",Drama,3526,239
806,American Buffalo (1996),Drama,129,239
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,2897,207
808,Alaska (1996),Adventure|Children's,93,106
809,Fled (1996),Action|Adventure,1229,1
810,Kazaam (1996),Children's|Comedy|Fantasy,1881,162
811,"Bewegte Mann, Der (1994)",Comedy,376,176
812,Magic Hunter (1994),Drama,2143,239
813,Larger Than Life (1996),Comedy,1956,176
814,"Boy Called Hate, A (1995)",Drama,506,239
815,Power 98 (1995),Action|Mystery|Thriller,2763,81
816,Two Deaths (1995),Drama,3629,239
818,"Very Brady Sequel, A (1996)",Comedy,3694,176
819,Stefano Quantestorie (1993),Comedy|Drama,3323,185
820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,920,239
821,"Crude Oasis, The (1995)",Romance,838,290
822,Hedd Wyn (1992),Drama,1573,239
823,"Collectionneuse, La (1967)",Drama,750,239
824,Kaspar Hauser (1993),Drama,1880,239
825,Echte Kerle (1996),Comedy|Romance,1056,207
826,Diebinnen (1995),Drama,966,239
827,"Convent, The (Convento, O) (1995)",Drama,783,239
828,"Adventures of Pinocchio, The (1996)",Adventure|Children's,60,106
829,Joe's Apartment (1996),Comedy|Musical,1843,201
830,"First Wives Club, The (1996)",Comedy,1217,176
831,Stonewall (1995),Drama,3333,239
832,Ransom (1996),Drama|Thriller,2859,260
833,High School High (1996),Comedy,1606,176
834,Phat Beach (1996),Comedy,2691,176
835,Foxfire (1996),Drama,1279,239
836,Chain Reaction (1996),Action|Adventure|Thriller,659,37
837,Matilda (1996),Children's|Comedy,2213,160
838,Emma (1996),Comedy|Drama|Romance,1074,187
839,"Crow: City of Angels, The (1996)",Action|Thriller,834,92
840,House Arrest (1996),Comedy,1655,176
841,Eyes Without a Face (1959),Horror,1131,274
842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,3414,274
843,Lotto Land (1995),Drama,2087,239
844,"Story of Xinghua, The (1993)",Drama,3339,239
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,891,239
846,Flirt (1995),Drama,1237,239
847,"Big Squeeze, The (1996)",Comedy|Drama,403,185
848,"Spitfire Grill, The (1996)",Drama,3271,239
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,1097,34
850,Cyclo (1995),Crime|Drama,857,217
851,Basquiat (1996),Drama,303,239
852,Tin Cup (1996),Comedy|Romance,3528,207
853,Dingo (1992),Drama,971,239
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,279,239
855,Every Other Weekend (1990),Drama,1110,239
856,Mille bolle blu (1993),Comedy,2283,176
857,Crows and Sparrows (1949),Drama,836,239
858,"Godfather, The (1972)",Action|Crime|Drama,1407,57
859,"Hippie Revolution, The (1996)",Documentary,1613,235
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,2222,176
861,Supercop (1992),Action|Thriller,3377,92
862,Manny & Lo (1996),Drama,2180,239
863,Celestial Clockwork (1994),Comedy,649,176
864,"Wife, The (1995)",Comedy|Drama,3799,185
865,Small Faces (1995),Drama,3185,239
866,Bound (1996),Crime|Drama|Romance|Thriller,502,223
867,Carpool (1996),Comedy|Crime,624,177
868,Death in Brunswick (1991),Comedy,919,176
869,Kansas City (1996),Crime,1876,216
870,Gone Fishin' (1997),Comedy,1426,176
871,Lover's Knot (1996),Comedy,2111,176
872,Aiqing wansui (1994),Drama,76,239
873,Shadow of Angels (Schatten der Engel) (1976),Drama,3091,239
874,Killer: A Journal of Murder (1995),Crime|Drama,1904,217
875,Nothing to Lose (1994),Drama,2523,239
876,Police Story 4: Project S (Chao ji ji hua) (1993),Action,2740,0
877,Girls Town (1996),Drama,1391,239
878,Bye-Bye (1995),Drama,594,239
879,"Relic, The (1997)",Horror,2892,274
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,1789,295
881,First Kid (1996),Children's|Comedy,1214,160
882,"Trigger Effect, The (1996)",Drama|Thriller,3592,260
884,Sweet Nothing (1995),Drama,3394,239
885,Bogus (1996),Children's|Drama|Fantasy,483,168
886,Bulletproof (1996),Action,579,0
887,Talk of Angels (1998),Drama,3418,239
888,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's,1953,144
889,1-900 (1994),Romance,5,290
890,Baton Rouge (1988),Thriller,312,298
891,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,1510,280
892,Twelfth Night (1996),Comedy|Drama|Romance,3616,187
893,Mother Night (1996),Drama,2338,239
894,Liebelei (1933),Romance,2009,290
895,Venice/Venice (1992),Drama,3688,239
896,Wild Reeds (1994),Drama,3804,239
897,For Whom the Bell Tolls (1943),Adventure|War,1260,141
898,"Philadelphia Story, The (1940)",Comedy|Romance,2694,207
899,Singin' in the Rain (1952),Musical|Romance,3145,282
900,"American in Paris, An (1951)",Musical|Romance,146,282
901,Funny Face (1957),Comedy|Musical,1331,201
902,Breakfast at Tiffany's (1961),Drama|Romance,531,252
903,Vertigo (1958),Mystery|Thriller,3692,289
904,Rear Window (1954),Mystery|Thriller,2874,289
905,It Happened One Night (1934),Comedy,1797,176
906,Gaslight (1944),Mystery|Thriller,1346,289
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,1352,202
908,North by Northwest (1959),Drama|Thriller,2515,260
909,"Apartment, The (1960)",Comedy|Drama,195,185
910,Some Like It Hot (1959),Comedy|Crime,3217,177
